ISBN,title,authors,category,publicationYear,totalCopies,availableCopies,shelfNumber,addedAt,lastUpdated
978-0-06-012089-4,Mrs. Dalloway,Alexander Pope,Mythology,2025,109,109,Y-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7377-9888-3,Herzog,Antoine de Saint-Exupéry,Mystery,2026,190,190,Y-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-046-87196-0,Leaves of Grass,William Shakespeare,Philosophy,2024,221,221,V-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-586-70035-8,The Sun Also Rises,Edgar Allan Poe,Memoir,2024,287,287,A-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-398-90099-1,The Iliad,George Grossmith,Science Fiction,2024,213,213,J-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6726-8060-8,Lord Jim,John Steinbeck,Romance,2025,77,77,E-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-243-64543-5,Bible,Johann Wolfgang von Goethe,Drama,2025,137,137,N-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-268-11799-0,A Portrait of the Artist as a Young Man,Rudyard Kipling,Detective,2025,6,6,L-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-382-98744-1,The Diary of a Young Girl,R.L. Stine,Mystery,2025,17,17,O-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5241-1026-0,The Remains of the Day,Jack Kerouac,Detective,2025,285,285,T-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8477-8509-4,American Pastoral,Harriet Beecher Stowe,Psychology,2025,269,269,C-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-276-88957-8,The Way We Live Now,Bernard Shaw,Drama,2024,229,229,J-27,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-949675-80-4,Notes from the Underground,Dashiell Hammett,Thriller,2025,298,298,O-83,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-458-57036-2,The Pilgrim's Progress,Stendhal,Comic,2024,29,29,E-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-138-18385-8,The Problems of Philosophy,Wilhelm Grimm,Drama,2025,149,149,N-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-263-20726-2,A Modest Proposal,W.K. Marriott,Philosophy,2025,99,99,H-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-715-49607-4,A Modest Proposal,Johann Wolfgang von Goethe,Memoir,2025,3,3,N-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-76151-771-6,The Sun Also Rises,Carson McCallers,Adventure,2025,173,173,G-69,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4672-9560-4,The Time Machine,James Joyce,Poetry,2025,33,33,Y-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-668-23579-2,The Sound and the Fury,Franz Kafka,Historical Fiction,2024,35,35,M-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-686-21665-0,Josefine Mutzenbacher,Wilkie Collins,Religion,2024,123,123,K-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-910950-28-9,Gone with the Wind,Carson McCallers,Romance,2026,173,173,B-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-8382399-7-8,Frankenstein,Michael Chabon,Science Fiction,2024,154,154,P-57,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-80011-256-8,The Wonderful Wizard of Oz,Laurence Sterne,Drama,2024,59,59,R-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5011-6517-7,A Bend in the River,Margaret Atwood,Adventure,2025,210,210,D-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-324-91147-0,"Absalom, Absalom!",Louisa May Alcott,Biography,2024,222,222,G-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-133-59986-9,Candide,Emily Brontë,Psychology,2025,221,221,R-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-696-90733-3,As I Lay Dying,Oscar Levy,Western,2025,122,122,L-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-577-62763-3,The Iliad,Benjamin Disraeli,Mystery,2025,90,90,E-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-918509-04-8,The Pillars of the Earth,Thomas Hardy,Thriller,2024,162,162,C-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-248-58993-9,Oscar and Lucinda,Peter Carey,Biography,2025,285,285,Z-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-630-80747-7,Mrs. Dalloway,P.G. Wodehouse,Children's Literature,2025,13,13,F-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-033-07025-3,"20,000 Leagues Under the Sea",Wilhelm Grimm,Business,2025,62,62,H-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-83337-951-8,Alice's Adventures in Wonderland,John Dos Passos,Adventure,2024,196,196,H-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9819365-0-5,The Republic,Salman Rushdie,Religion,2024,79,79,W-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-388-65215-2,Crime and Punishment,Beatrix Potter,Historical Fiction,2024,88,88,B-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-670-43814-3,My Bondage and My Freedom,Zadie Smith,Psychology,2025,270,270,K-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-541-14337-4,Lord Jim,Saul Bellow,Graphic Novel,2025,183,183,I-11,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-452-94337-7,The Works of Edgar Allan Poe,H.G. Wells,Horror,2024,36,36,V-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-86252-634-4,Go Tell It on the Mountain,Stendhal,Western,2025,181,181,T-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-943437-12-5,Anne of Green Gables,Andrew Lang,Graphic Novel,2026,217,217,Y-63,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-284-63503-7,Gone with the Wind,Philip Pullman,Philosophy,2025,172,172,Z-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6952-8658-0,And Then There Were None,W.K. Marriott,Business,2025,25,25,J-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62080-066-9,Life of Pi,Cormac McCarthy,Graphic Novel,2024,219,219,N-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-581-42747-2,The Prophet,Wilhelm Grimm,Historical Fiction,2024,198,198,E-65,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-75916-349-9,Atlas Shrugged,Margaret Atwood,Detective,2025,117,117,N-24,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-76532-128-9,Things Fall Apart,L. Frank Baum,Thriller,2025,132,132,G-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7311-0586-8,David Copperfield,Richard Yates,Thriller,2024,239,239,A-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-89112-160-2,The Blue Castle,Bhagavanlal Indrajit,Drama,2024,142,142,D-09,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-374-74196-6,Notes from the Underground,John Bunyan,Classic,2025,178,178,A-24,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8103-7157-6,And Then There Were None,Shivaram Parashuram Bhide,Romance,2025,8,8,C-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-008-51944-2,The Call of the Wild,José Rizal,Science Fiction,2024,139,139,E-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-966215-03-5,The Adventures of Sherlock Holmes,Gustave Doré,Comedy,2024,122,122,N-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-546-59079-1,Middlemarch,Vatsyayana,Mythology,2025,75,75,V-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-257-29295-0,A Passage to India,F. Scott Fitzgerald,Detective,2025,44,44,J-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-212-49785-0,1984,Anthony Burgess,Mythology,2025,215,215,W-71,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-56339-666-3,Sybil,Henry Fielding,Biography,2024,99,99,C-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-06-143520-8,Men Without Women,Bernard Shaw,Thriller,2024,37,37,D-09,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4279-0453-9,The Remains of the Day,Boris Pasternak,Classic,2025,20,20,E-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-236-99800-5,The Tin Drum,Sir Richard Francis Burton,Memoir,2025,71,71,A-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-409-09245-5,Long Walk to Freedom,Ralph Ellison,Children's Literature,2025,157,157,B-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-89147-291-9,The Picture of Dorian Gray,Rachel Kushner,Young Adult,2024,88,88,D-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-75307-528-6,Midnight's Children,Walt Whitman,Horror,2025,69,69,H-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-418-80715-6,The Iliad,Evelyn Waugh,Graphic Novel,2025,300,300,K-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-159-36755-8,And Then There Were None,Carson McCallers,Children's Literature,2024,168,168,T-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-311-71380-3,Men Without Women,Ralph Ellison,Comic,2024,217,217,Y-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6586-5953-6,The Black Sheep,Roald Dahl,Fantasy,2025,206,206,Q-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-86263-247-2,Brideshead Revisited,Norman Mailer,Western,2024,245,245,T-88,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4939-2696-1,Brideshead Revisited,Guy de Maupassant,Adventure,2025,84,84,S-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-180-04877-8,Nineteen Eighty Four,William Gibson,Historical Fiction,2024,295,295,X-50,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-204-44543-9,Les Miserables,Aldous Huxley,Adventure,2024,97,97,M-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-314-24572-1,Carmilla,V.S. Naipaul,Religion,2024,214,214,Y-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7956-2475-6,The Portrait of a Lady,Walker Percy,Religion,2025,224,224,U-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9666693-3-6,Emma,Walt Whitman,Adventure,2026,37,37,I-81,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-18-116981-9,Charlotte's Web,Stephen King,Young Adult,2025,229,229,N-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4944-4274-3,Blood Meridian,Honoré de Balzac,Adventure,2025,227,227,F-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-901227-60-4,To Kill a Mockingbird,Victor Hugo,Romance,2026,103,103,W-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4844-2834-4,Hitting the line,Sir Arthur Conan Doyle,Drama,2024,90,90,B-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-402-89127-7,The Woman in White,Leo Tolstoy,Business,2024,47,47,K-78,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7869-7885-4,The Portrait of a Lady,Guy de Maupassant,Business,2025,162,162,B-30,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-03-930326-6,The Prophet,Toni Morrison,Memoir,2025,294,294,P-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-889641-42-3,One Thousand and One Nights,Antoine de Saint-Exupéry,Young Adult,2025,120,120,D-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-55324-071-6,The Grapes of Wrath,William Makepeace Thackeray,Graphic Novel,2025,94,94,A-89,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-81180-675-3,A Brief History of Time,Dante Alighieri,Mystery,2025,212,212,F-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-580-93932-7,One Thousand and One Nights,Günter Grass,Comic,2024,298,298,Z-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6551-4855-2,Dr. Zhivago,Charlotte Perkins Gilman,Thriller,2025,260,260,H-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-02-342235-2,Charlie and the Chocolate Factory,Clifford R. Adams,Comic,2025,42,42,H-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-339-27110-1,Deliverance,Malcolm Lowry,Science Fiction,2024,27,27,Q-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-280-07653-7,Herzog,Edgar Allan Poe,Young Adult,2024,250,250,O-01,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6901-0798-9,Never Let Me Go,Henrik Ibsen,Western,2026,146,146,S-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-264-43667-5,Oliver Twist,Stephen Hawking,Comedy,2026,215,215,E-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-563-78280-3,Dune,Benjamin Jowett,Young Adult,2025,186,186,N-72,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-217-05493-5,On the Duty of Civil Disobedience,Walker Percy,Religion,2025,230,230,T-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62020-838-0,1984,Alan Moore and Dave Gibbons,Comic,2024,178,178,W-24,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62115-018-3,Middlemarch,Antoine de Saint-Exupéry,Western,2024,152,152,V-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-508-24692-6,Go Tell It on the Mountain,Henrik Ibsen,Poetry,2025,145,145,S-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-86594-415-2,The Adventures of Tom Sawyer,Theodore Dreiser,Romance,2024,136,136,X-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9535611-7-9,Never Let Me Go,Malcolm Lowry,Western,2025,175,175,T-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-57023-281-7,The Magic Mountain,Ian McEwan,Biography,2025,142,142,V-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-74452-019-1,American Pastoral,Erich Remarque,Fantasy,2025,13,13,R-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-89152-381-9,The Fountainhead,Walker Percy,Mythology,2025,129,129,C-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-572-89157-2,Great Expectations,J.M. Barrie,Thriller,2025,83,83,O-65,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-167-74683-3,The Lord of the Rings,Samuel Beckett,Mystery,2024,85,85,X-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-386-60358-0,The Time Machine,Charles Dickens,Biography,2026,97,97,K-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7289-5115-7,The Heart is a Lonely Hunter,Toni Morrison,Psychology,2025,129,129,B-77,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-641-97525-7,American Pastoral,Jules Verne,Mythology,2025,3,3,B-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-432-40911-4,Beloved,W.G. Sebald,Romance,2026,243,243,J-58,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-05-896381-6,Notes from the Underground,Paulo Coelho,Philosophy,2025,241,241,W-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6619-7192-2,The Portrait of a Lady,Rachel Kushner,Graphic Novel,2025,22,22,T-20,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4995-3540-2,Portnoy's Complaint,Emily Brontë,Children's Literature,2025,243,243,I-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8068-6355-9,His Dark Materials,Bhagavanlal Indrajit,Memoir,2024,291,291,X-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-10-240443-2,The Adventures of Huckleberry Finn,William Shakespeare,Comic,2025,218,218,K-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4071-3965-4,Walden,Walter Scott,Poetry,2024,174,174,W-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7356791-6-7,Pale Fire,J.M. Barrie,Business,2024,155,155,F-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-534-07571-2,"Tinker, Tailor, Soldier, Spy",George Orwell,Business,2024,9,9,I-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8459-6346-3,The Tin Drum,H.G. Wells,Business,2024,88,88,W-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-17-650020-7,Carmilla,Peter Carey,Religion,2025,184,184,S-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4766-9433-7,Malone Dies,Jules Verne,Horror,2024,216,216,H-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0373-3990-5,U.S.A. Trilogy,Louise Maude,Detective,2025,256,256,T-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-55586-585-6,The Yellow Wallpaper,Alexandre Dumas,Western,2025,34,34,M-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-430-21505-2,Jude the Obscure,E.M. Forster,Science Fiction,2025,33,33,F-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-368-42698-5,Men Without Women,Constance Garnett,Comedy,2025,212,212,V-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-997507-99-4,Lord of the Flies,Chinua Achebe,Graphic Novel,2025,135,135,V-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-02-270500-8,All Quiet on the Western Front,Alan Moore and Dave Gibbons,Philosophy,2025,15,15,X-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-04-235896-3,The War of the Worlds,Edgar Allan Poe,Graphic Novel,2024,39,39,T-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-970108-29-3,Republic,William Golding,Horror,2025,105,105,Y-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-61123-739-9,Catch-22,Daniel Defoe,Science Fiction,2026,5,5,E-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-415-80339-7,Frankenstein,Hermann Broch,Mythology,2026,11,11,Y-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-08-338090-9,Tristram Shandy,Dashiell Hammett,Detective,2026,173,173,P-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7767-0155-4,Carmilla,Henry David Thoreau,Poetry,2025,6,6,N-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-403-56119-3,Dora,Toni Morrison,Poetry,2026,180,180,W-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-85366-579-0,Faust,Boris Pasternak,Comic,2024,31,31,A-10,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-214-81312-9,A Modest Proposal,David Widger,Graphic Novel,2024,296,296,P-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-380-09634-0,Herzog,Homer,Science Fiction,2025,90,90,R-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7135-3809-0,Lord of the Flies,Martin Amis,Philosophy,2025,144,144,H-86,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-111-16476-8,Mrs. Dalloway,Marilynne Robinson,Poetry,2025,35,35,F-57,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-357-62714-3,Oliver Twist,Charlotte Brontë,Children's Literature,2025,215,215,V-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-19-713813-7,Great Expectations,John Green,Psychology,2024,276,276,Z-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-281-54940-5,"Rabbit, Run",James Baldwin,Psychology,2025,76,76,C-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-83790-048-0,The Grapes of Wrath,Jack London,Adventure,2024,86,86,N-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-06-734502-3,Grimms' Fairy Tales,Walter Scott,Fantasy,2025,63,63,B-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-13-309325-4,Brideshead Revisited,Stephen Hawking,Historical Fiction,2024,81,81,Y-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-911293-27-9,Malone Dies,Joseph Heller,Comedy,2024,17,17,O-09,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-612-01756-6,Lolita,Jonathan Swift,Religion,2025,32,32,A-71,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7562-1072-4,Midnight's Children,Ralph Ellison,Thriller,2024,265,265,J-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8468-0222-8,Portnoy's Complaint,James Baldwin,Children's Literature,2025,167,167,G-10,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-06-917773-5,The Time Machine,Sir Richard Francis Burton,Classic,2026,119,119,F-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-471-01577-2,The Handmaid's Tale,Mark Twain,Science Fiction,2025,225,225,G-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0734-5001-5,Vanity Fair,James Ellroy,Poetry,2024,126,126,Y-48,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-274-54803-0,The Heart of the Matter,Khaled Hosseini,Science Fiction,2025,16,16,P-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-282-46645-6,The Wind in the Willows,Anne Frank,Comedy,2025,240,240,X-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-944889-51-7,The Blue Castle,Stephen King,Horror,2025,173,173,Y-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-81019-064-8,The Count of Monte Cristo,F. Scott Fitzgerald,Romance,2025,281,281,Z-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-511-49304-1,And Then There Were None,Mikhail Bulgakov,Poetry,2024,9,9,Y-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7839-9723-0,Bible,Nathanael West,Poetry,2024,300,300,Z-46,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-305-80358-2,Paradise Lost,Henry Morley,Philosophy,2024,300,300,R-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-947918-82-8,Oscar and Lucinda,J.M. Barrie,Business,2025,30,30,R-19,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7322-7083-4,Brave New World,Jonathan Swift,Detective,2025,164,164,T-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-686-24127-0,A Passage to India,Isabel Florence Hapgood,Comic,2024,193,193,S-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7112-9898-9,The Enchanted April,Mikhail Bulgakov,Comic,2025,46,46,H-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-968019-56-3,The Pilgrim's Progress,Honoré de Balzac,Poetry,2026,142,142,F-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8393-6993-6,The Tin Drum,Kazuo Ishiguro,Poetry,2025,53,53,G-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7672-1730-9,Atonement,Oscar Wilde,Poetry,2025,214,214,U-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7419-7385-6,Catch-22,Geoffrey Chaucer,Western,2025,194,194,Z-35,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-02-713373-5,Dune,Neil Gaiman,Biography,2026,145,145,H-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9564228-0-4,David Copperfield,Nathaniel Hawthorne,Children's Literature,2024,114,114,D-97,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0709-2330-7,Dubliners,Suzanne Collins,Science Fiction,2025,89,89,H-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0806-3983-0,The Heart is a Lonely Hunter,Guy de Maupassant,Detective,2024,55,55,Q-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-579-04693-7,The Adventures of Huckleberry Finn,Dan Brown,Young Adult,2024,44,44,O-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-363-15729-0,The Blue Castle,Antoine de Saint-Exupéry,Children's Literature,2024,127,127,U-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4049-4226-4,Brideshead Revisited,Ken Follett,Business,2025,30,30,H-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
